Name,County,Population,MedianAge,Household Income,PerCapitaIncome,UnemploymentCount,PovertyCount,PovertyRate,State,abbr,UnemployementRate,MedicialPercent,StudentDebtPercent,AutoDebtPercent,OtherPercent,MedicialAmount,StudentDebtAmount,AutoDebtAmount,OtherAmount,TotalDebt
"Scott County, Missouri",Scott County,38858,40.0,41628,22939,1084,7646,19.67677184,Missouri,MO,0.027896442999999996,43%,13%,32%,12%,"$79,383.4 ","$23,999.6 ","$59,076.0 ","$22,153.5 ","$113,500 "
"Barry County, Missouri",Barry County,35398,43.2,40638,20840,1243,7141,20.17345613,Missouri,MO,0.035114978,37%,12%,28%,23%,"$68,306.6 ","$22,153.5 ","$51,691.5 ","$42,460.9 ","$76,700 "
"Barton County, Missouri",Barton County,11942,40.6,41184,24628,303,2460,20.59956456,Missouri,MO,0.025372633999999998,,,,,,,,,
"Boone County, Missouri",Boone County,174589,30.6,52005,28495,4243,30979,17.74395867,Missouri,MO,0.024302791,25%,23%,31%,21%,"$46,153.1 ","$42,460.9 ","$57,229.9 ","$38,768.6 ","$86,943 "
"Cedar County, Missouri",Cedar County,13862,44.0,35930,20228,618,3079,22.21180205,Missouri,MO,0.044582311,,,,,,,,,
"Cole County, Missouri",Cole County,76749,38.2,54216,27559,1690,9027,11.76171677,Missouri,MO,0.022019831,27%,18%,34%,21%,"$49,845.4 ","$33,230.3 ","$62,768.3 ","$38,768.6 ","$104,111 "
"Crawford County, Missouri",Crawford County,24387,41.6,37171,20799,1233,4803,19.69491942,Missouri,MO,0.050559724,40%,14%,29%,17%,"$73,845.0 ","$25,845.8 ","$53,537.6 ","$31,384.1 ","$80,614 "
"Gasconade County, Missouri",Gasconade County,14769,45.9,50687,25963,242,1726,11.68664094,Missouri,MO,0.016385673,,,,,,,,,
"Iron County, Missouri",Iron County,10286,45.3,36457,19414,362,2083,20.25082637,Missouri,MO,0.035193467,,,,,,,,,
"Livingston County, Missouri",Livingston County,15025,40.7,45929,22248,232,2469,16.43261231,Missouri,MO,0.015440932,,,,,,,,,
"Macon County, Missouri",Macon County,15319,43.0,38903,20890,514,2563,16.73085711,Missouri,MO,0.033553104,,,,,,,,,
"Moniteau County, Missouri",Moniteau County,15904,38.6,50897,21305,404,1730,10.8777666,Missouri,MO,0.025402413999999998,,,,,,,,,
"Oregon County, Missouri",Oregon County,10779,46.3,32070,18309,219,2662,24.69616848,Missouri,MO,0.020317283999999998,,,,,,,,,
"Pemiscot County, Missouri",Pemiscot County,17344,37.7,32468,18883,756,4859,28.01545203,Missouri,MO,0.043588561,,,,,,,,,
"Pettis County, Missouri",Pettis County,42309,37.9,43097,22304,1152,7125,16.84038857,Missouri,MO,0.027228249,33%,12%,30%,25%,"$60,922.1 ","$22,153.5 ","$55,383.8 ","$46,153.1 ","$97,808 "
"Ste. Genevieve County, Missouri",Ste. Genevieve County,17882,43.0,50959,26418,414,2934,16.40756068,Missouri,MO,0.023151772999999997,,,,,,,,,
"Shannon County, Missouri",Shannon County,8273,44.8,31202,17903,255,2483,30.01329626,Missouri,MO,0.03082316,,,,,,,,,
"Randolph County, Missouri",Randolph County,24987,39.2,44754,19984,653,3758,15.03982071,Missouri,MO,0.026133589,,,,,,,,,
"Douglas County, Missouri",Douglas County,13391,47.3,33003,18095,379,2718,20.29721455,Missouri,MO,0.028302591000000002,,,,,,,,,
"Dunklin County, Missouri",Dunklin County,30905,39.4,32348,18878,871,8025,25.96667206,Missouri,MO,0.028183142,56%,9%,24%,11%,"$103,383.0 ","$16,615.1 ","$44,307.0 ","$20,307.4 ","$205,189 "
"Franklin County, Missouri",Franklin County,102413,40.7,53849,27209,2584,10740,10.4869499,Missouri,MO,0.025231172000000003,32%,14%,33%,21%,"$59,076.0 ","$25,845.8 ","$60,922.1 ","$38,768.6 ","$85,064 "
"Henry County, Missouri",Henry County,21834,44.0,41089,24371,640,4524,20.71997802,Missouri,MO,0.029312082000000003,,,,,,,,,
"Howard County, Missouri",Howard County,10144,38.9,50356,23430,231,1551,15.289826500000002,Missouri,MO,0.022772082000000003,,,,,,,,,
"Jackson County, Missouri",Jackson County,688554,36.6,50652,28965,20320,108026,15.68882034,Missouri,MO,0.02951112,43%,20%,30%,7%,"$79,383.4 ","$36,922.5 ","$55,383.8 ","$12,922.9 ","$92,445 "
"Lawrence County, Missouri",Lawrence County,38131,39.7,41673,21022,1113,6387,16.7501508,Missouri,MO,0.029188849,34%,13%,32%,21%,"$62,768.3 ","$23,999.6 ","$59,076.0 ","$38,768.6 ","$86,308 "
"Miller County, Missouri",Miller County,24947,41.1,41461,23346,843,4061,16.27851044,Missouri,MO,0.033791638,42%,16%,29%,13%,"$77,537.3 ","$29,538.0 ","$53,537.6 ","$23,999.6 ","$83,688 "
"Pulaski County, Missouri",Pulaski County,53132,27.6,51137,21716,1552,5567,10.47767824,Missouri,MO,0.029210269,32%,18%,45%,5%,"$59,076.0 ","$33,230.3 ","$83,075.6 ","$9,230.6 ","$63,889 "
"Putnam County, Missouri",Putnam County,4846,46.7,37028,20729,127,808,16.67354519,Missouri,MO,0.026207181,,,,,,,,,
"Taney County, Missouri",Taney County,54308,41.9,39661,21381,1647,8996,16.56477867,Missouri,MO,0.030327023999999998,35%,12%,29%,24%,"$64,614.4 ","$22,153.5 ","$53,537.6 ","$44,307.0 ","$92,992 "
"Texas County, Missouri",Texas County,25714,42.3,35571,17918,671,6102,23.73026367,Missouri,MO,0.026094733999999998,35%,13%,31%,21%,"$64,614.4 ","$23,999.6 ","$57,229.9 ","$38,768.6 ","$143,108 "
"Buchanan County, Missouri",Buchanan County,89425,37.1,48652,24271,2548,14698,16.43611965,Missouri,MO,0.028493151,37%,18%,30%,15%,"$68,306.6 ","$33,230.3 ","$55,383.8 ","$27,691.9 ","$86,244 "
"Caldwell County, Missouri",Caldwell County,9046,42.9,44975,24200,152,1160,12.82334734,Missouri,MO,0.016803007,,,,,,,,,
"Callaway County, Missouri",Callaway County,44793,38.3,53180,24208,908,5012,11.18924832,Missouri,MO,0.020271024,35%,17%,34%,14%,"$64,614.4 ","$31,384.1 ","$62,768.3 ","$25,845.8 ","$83,159 "
"Cass County, Missouri",Cass County,101888,39.5,65352,30618,2565,9492,9.316111809,Missouri,MO,0.025174702,34%,17%,36%,13%,"$62,768.3 ","$31,384.1 ","$66,460.5 ","$23,999.6 ","$95,812 "
"Clinton County, Missouri",Clinton County,20495,41.1,57591,27655,383,2190,10.68553306,Missouri,MO,0.018687485,32%,16%,33%,19%,"$59,076.0 ","$29,538.0 ","$60,922.1 ","$35,076.4 ","$74,388 "
"Cooper County, Missouri",Cooper County,17620,39.2,46547,22371,409,1787,10.14188422,Missouri,MO,0.023212259,,,,,,,,,
"Dallas County, Missouri",Dallas County,16441,43.5,41441,19647,504,2553,15.52825254,Missouri,MO,0.03065507,,,,,,,,,
"Gentry County, Missouri",Gentry County,6688,41.3,43777,20903,130,1180,17.64354067,Missouri,MO,0.019437799,,,,,,,,,
"Hickory County, Missouri",Hickory County,9352,54.8,34746,19711,341,2143,22.91488452,Missouri,MO,0.036462789,,,,,,,,,
"Lincoln County, Missouri",Lincoln County,54800,37.3,58603,24023,1685,7122,12.99635036,Missouri,MO,0.030748175,36%,17%,40%,7%,"$66,460.5 ","$31,384.1 ","$73,845.0 ","$12,922.9 ","$99,806 "
"Mississippi County, Missouri",Mississippi County,13916,39.4,32212,17918,530,3843,27.61569416,Missouri,MO,0.038085657,,,,,,,,,
"Monroe County, Missouri",Monroe County,8676,45.2,42011,22255,184,1109,12.7823882,Missouri,MO,0.02120793,,,,,,,,,
"Newton County, Missouri",Newton County,58237,39.4,46723,25837,1543,7389,12.68781016,Missouri,MO,0.026495183,37%,14%,34%,15%,"$68,306.6 ","$25,845.8 ","$62,768.3 ","$27,691.9 ","$81,486 "
"Ozark County, Missouri",Ozark County,9328,51.1,32021,17857,286,2549,27.32632933,Missouri,MO,0.030660377000000003,,,,,,,,,
"Pike County, Missouri",Pike County,18517,39.2,45112,20947,376,2444,13.19868229,Missouri,MO,0.020305665,,,,,,,,,
"St. Charles County, Missouri",St. Charles County,385115,38.0,78380,35628,7828,21362,5.546914557999999,Missouri,MO,0.020326396,22%,21%,41%,16%,"$40,614.8 ","$38,768.6 ","$75,691.1 ","$29,538.0 ","$84,071 "
"Mercer County, Missouri",Mercer County,3669,43.6,43314,20374,57,634,17.27991278,Missouri,MO,0.015535568,,,,,,,,,
"Madison County, Missouri",Madison County,12226,41.7,37484,20081,307,2241,18.32978897,Missouri,MO,0.02511042,,,,,,,,,
"Wright County, Missouri",Wright County,18304,42.0,31290,19805,611,4493,24.5465472,Missouri,MO,0.033380682,,,,,,,,,
"Clay County, Missouri",Clay County,236068,36.8,65675,31953,5710,20693,8.76569463,Missouri,MO,0.024187946000000002,28%,19%,37%,16%,"$51,691.5 ","$35,076.4 ","$68,306.6 ","$29,538.0 ","$93,168 "
"Vernon County, Missouri",Vernon County,20665,40.7,41479,22369,409,3018,14.60440358,Missouri,MO,0.019791918999999998,,,,,,,,,
"Dent County, Missouri",Dent County,15566,44.1,38829,20908,470,3178,20.41629192,Missouri,MO,0.030194013,,,,,,,,,
"Saline County, Missouri",Saline County,23010,37.9,41567,21729,510,3759,16.33637549,Missouri,MO,0.022164276,41%,17%,29%,13%,"$75,691.1 ","$31,384.1 ","$53,537.6 ","$23,999.6 ","$98,276 "
"Nodaway County, Missouri",Nodaway County,22744,29.0,41370,21056,575,4438,19.51283855,Missouri,MO,0.025281393,26%,21%,28%,25%,"$47,999.3 ","$38,768.6 ","$51,691.5 ","$46,153.1 ","$80,948 "
"Worth County, Missouri",Worth County,2053,47.5,48214,22961,41,299,14.56405261,Missouri,MO,0.019970774,,,,,,,,,
"Chariton County, Missouri",Chariton County,7586,45.7,43186,23463,120,1038,13.68310045,Missouri,MO,0.015818613000000002,,,,,,,,,
"Grundy County, Missouri",Grundy County,10111,40.9,41092,22014,168,2008,19.859558899999996,Missouri,MO,0.016615567,,,,,,,,,
"Morgan County, Missouri",Morgan County,20097,46.4,34776,20055,560,5011,24.93406976,Missouri,MO,0.027864855,,,,,,,,,
"Wayne County, Missouri",Wayne County,13369,46.9,35135,18897,396,3065,22.92617249,Missouri,MO,0.029620763999999997,,,,,,,,,
"Bollinger County, Missouri",Bollinger County,12347,43.9,40791,20687,268,2438,19.74568721,Missouri,MO,0.021705677000000003,,,,,,,,,
"Cape Girardeau County, Missouri",Cape Girardeau County,78013,36.3,49554,25965,2099,13251,16.9856306,Missouri,MO,0.026905772,35%,18%,33%,14%,"$64,614.4 ","$33,230.3 ","$60,922.1 ","$25,845.8 ","$90,222 "
"Shelby County, Missouri",Shelby County,6084,41.9,42593,22349,149,899,14.77646285,Missouri,MO,0.024490467000000002,,,,,,,,,
"Webster County, Missouri",Webster County,37558,37.4,45185,20468,765,6694,17.82310027,Missouri,MO,0.020368497,30%,14%,33%,23%,"$55,383.8 ","$25,845.8 ","$60,922.1 ","$42,460.9 ","$101,621 "
"Atchison County, Missouri",Atchison County,5335,47.8,45259,28209,113,634,11.88378632,Missouri,MO,0.021180881000000002,,,,,,,,,
"Bates County, Missouri",Bates County,16405,41.6,45605,25873,396,2296,13.99573301,Missouri,MO,0.024138982000000003,,,,,,,,,
"Benton County, Missouri",Benton County,18918,53.2,35097,20163,664,3456,18.26831589,Missouri,MO,0.035098847999999995,,,,,,,,,
"Custer County, Montana",Custer County,11895,41.0,53050,28501,114,1124,9.449348466,Montana,MT,0.009583859,,,,,,,,,
"Hill County, Montana",Hill County,16468,34.4,45269,21780,485,3393,20.60359485,Montana,MT,0.029451057000000003,,,,,,,,,
"Chouteau County, Montana",Chouteau County,5812,40.9,39577,22014,91,1163,20.01032347,Montana,MT,0.015657261000000002,,,,,,,,,
"Treasure County, Montana",Treasure County,790,49.2,42454,22880,0,134,16.96202532,Montana,MT,0.0,,,,,,,,,
"Phillips County, Montana",Phillips County,4139,46.4,42101,22369,168,732,17.68543126,Montana,MT,0.040589514,,,,,,,,,
"Powder River County, Montana",Powder River County,1610,51.4,51136,31211,23,129,8.01242236,Montana,MT,0.014285714,,,,,,,,,
"Lincoln County, Montana",Lincoln County,19249,52.1,36934,22483,719,3120,16.20863421,Montana,MT,0.03735259,,,,,,,,,
"Park County, Montana",Park County,16001,46.4,44920,29181,236,2135,13.34291607,Montana,MT,0.014749078,,,,,,,,,
"Roosevelt County, Montana",Roosevelt County,11218,30.2,39219,18030,435,3176,28.311642,Montana,MT,0.038776966,,,,,,,,,
"Blaine County, Montana",Blaine County,6646,34.0,35506,17059,504,2142,32.22991273,Montana,MT,0.07583508900000001,,,,,,,,,
"Liberty County, Montana",Liberty County,2245,48.4,46641,36525,22,309,13.76391982,Montana,MT,0.009799555,,,,,,,,,
"Sweet Grass County, Montana",Sweet Grass County,3646,50.1,49761,28065,15,376,10.31267142,Montana,MT,0.004114098,,,,,,,,,
"Richland County, Montana",Richland County,11405,38.0,66572,33709,158,669,5.865848312000001,Montana,MT,0.013853573000000001,,,,,,,,,
"Teton County, Montana",Teton County,6040,44.5,51060,26884,48,583,9.652317881,Montana,MT,0.00794702,,,,,,,,,
"Prairie County, Montana",Prairie County,1325,51.0,50850,28366,16,130,9.811320755,Montana,MT,0.012075472,,,,,,,,,
"Toole County, Montana",Toole County,5031,41.9,46735,26354,22,721,14.33114689,Montana,MT,0.004372888,,,,,,,,,
"Glacier County, Montana",Glacier County,13677,31.0,29201,16737,374,4437,32.44132485,Montana,MT,0.027345177999999998,,,,,,,,,
"Fallon County, Montana",Fallon County,2925,38.1,56806,32371,28,164,5.606837607,Montana,MT,0.00957265,,,,,,,,,
"Daniels County, Montana",Daniels County,1788,45.5,53591,36108,16,81,4.530201342,Montana,MT,0.008948546,,,,,,,,,
"Stillwater County, Montana",Stillwater County,9342,46.5,61998,31583,169,600,6.422607579,Montana,MT,0.018090345,,,,,,,,,
"Golden Valley County, Montana",Golden Valley County,747,54.0,43854,25110,16,136,18.20615797,Montana,MT,0.021419009,,,,,,,,,
"Judith Basin County, Montana",Judith Basin County,1965,51.7,43281,28709,29,273,13.89312977,Montana,MT,0.01475827,,,,,,,,,
"Silver Bow County, Montana",Silver Bow County,34514,39.9,40480,26248,1016,6442,18.66488961,Montana,MT,0.02943733,27%,18%,30%,25%,"$49,845.4 ","$33,230.3 ","$55,383.8 ","$46,153.1 ","$92,956 "
"Deer Lodge County, Montana",Deer Lodge County,9131,47.4,41235,25107,92,1605,17.5774833,Montana,MT,0.010075566999999999,,,,,,,,,
"Jefferson County, Montana",Jefferson County,11625,47.9,64911,32387,322,1139,9.797849462,Montana,MT,0.027698925,,,,,,,,,
"Granite County, Montana",Granite County,3206,53.1,49063,29144,90,312,9.731752963,Montana,MT,0.028072364,,,,,,,,,
"McCone County, Montana",McCone County,1728,49.1,46193,28230,10,127,7.349537037,Montana,MT,0.005787036999999999,,,,,,,,,
"Wheatland County, Montana",Wheatland County,2108,39.4,37222,20165,34,411,19.4971537,Montana,MT,0.016129031999999998,,,,,,,,,
"Madison County, Montana",Madison County,7902,53.0,47900,31620,136,832,10.52898001,Montana,MT,0.017210833000000002,,,,,,,,,
"Rosebud County, Montana",Rosebud County,9292,36.5,54709,23832,380,1755,18.88721481,Montana,MT,0.040895394,,,,,,,,,
"Sheridan County, Montana",Sheridan County,3568,46.9,51940,32833,52,428,11.995515699999999,Montana,MT,0.014573991000000001,,,,,,,,,
"Carter County, Montana",Carter County,1320,51.6,45347,30659,18,152,11.51515152,Montana,MT,0.013636364,,,,,,,,,
"Dawson County, Montana",Dawson County,9324,41.9,59622,29130,53,1088,11.66881167,Montana,MT,0.0056842559999999995,,,,,,,,,
"Big Horn County, Montana",Big Horn County,13290,29.9,47276,17905,905,3504,26.36568849,Montana,MT,0.06809631299999999,,,,,,,,,
"Broadwater County, Montana",Broadwater County,5755,46.3,55295,32268,112,448,7.784535187,Montana,MT,0.019461338,,,,,,,,,
"Lake County, Montana",Lake County,29518,41.8,42582,24348,1033,6109,20.695846600000003,Montana,MT,0.034995596000000004,32%,12%,25%,31%,"$59,076.0 ","$22,153.5 ","$46,153.1 ","$57,229.9 ","$95,625 "
"Lewis and Clark County, Montana",Lewis and Clark County,66290,41.1,60789,31252,1125,7409,11.17664806,Montana,MT,0.016970886,21%,17%,31%,31%,"$38,768.6 ","$31,384.1 ","$57,229.9 ","$57,229.9 ","$91,624 "
"Pondera County, Montana",Pondera County,6081,40.5,44597,22866,162,1136,18.68113797,Montana,MT,0.026640355,,,,,,,,,
"Yellowstone County, Montana",Yellowstone County,156332,38.3,57955,32296,2949,15432,9.871299542000001,Montana,MT,0.0188637,26%,17%,31%,26%,"$47,999.3 ","$31,384.1 ","$57,229.9 ","$47,999.3 ","$83,406 "
"Missoula County, Montana",Missoula County,114231,35.4,49412,29681,3946,17695,15.4905411,Montana,MT,0.034544038,25%,21%,26%,28%,"$46,153.1 ","$38,768.6 ","$47,999.3 ","$51,691.5 ","$90,100 "
"Ravalli County, Montana",Ravalli County,41387,48.5,44733,25151,1279,6562,15.85522024,Montana,MT,0.030903424,24%,12%,28%,36%,"$44,307.0 ","$22,153.5 ","$51,691.5 ","$66,460.5 ","$131,000 "
"Valley County, Montana",Valley County,7561,44.4,55267,29096,178,546,7.221267028,Montana,MT,0.02354186,,,,,,,,,
"Cascade County, Montana",Cascade County,81816,38.4,46827,28350,1772,10410,12.72367263,Montana,MT,0.021658355,27%,16%,29%,28%,"$49,845.4 ","$29,538.0 ","$53,537.6 ","$51,691.5 ","$100,981 "
"Fergus County, Montana",Fergus County,11327,45.7,47110,27491,152,1640,14.47867926,Montana,MT,0.013419263999999998,,,,,,,,,
"Garfield County, Montana",Garfield County,1086,43.8,47188,29896,0,55,5.064456722,Montana,MT,0.0,,,,,,,,,
"Mineral County, Montana",Mineral County,4194,52.1,40117,22894,126,834,19.88555079,Montana,MT,0.030042918,,,,,,,,,
"Petroleum County, Montana",Petroleum County,453,51.7,46429,31549,14,45,9.933774834,Montana,MT,0.030905077000000003,,,,,,,,,
"Powell County, Montana",Powell County,6852,45.6,44352,23990,38,761,11.10624635,Montana,MT,0.005545825999999999,,,,,,,,,
"Sanders County, Montana",Sanders County,11414,52.7,36445,23020,334,2378,20.83406343,Montana,MT,0.029262309,,,,,,,,,
"Wibaux County, Montana",Wibaux County,1121,49.4,47132,24662,9,116,10.34790366,Montana,MT,0.008028546,,,,,,,,,
"Gallatin County, Montana",Gallatin County,100733,33.4,59397,33181,2531,12625,12.53313214,Montana,MT,0.025125828,19%,21%,30%,30%,"$35,076.4 ","$38,768.6 ","$55,383.8 ","$55,383.8 ","$89,148 "
"Meagher County, Montana",Meagher County,2000,43.9,41343,20095,33,313,15.65,Montana,MT,0.0165,,,,,,,,,
"Carbon County, Montana",Carbon County,10466,50.0,56988,31697,211,1031,9.85094592,Montana,MT,0.02016052,,,,,,,,,
"Beaverhead County, Montana",Beaverhead County,9360,43.0,43880,28420,225,1433,15.30982906,Montana,MT,0.024038462000000003,,,,,,,,,
"Flathead County, Montana",Flathead County,96147,42.3,51410,28379,1941,12886,13.40239425,Montana,MT,0.020187837,23%,12%,28%,37%,"$42,460.9 ","$22,153.5 ","$51,691.5 ","$68,306.6 ","$126,817 "
"Musselshell County, Montana",Musselshell County,4766,49.1,38156,23908,110,812,17.03734788,Montana,MT,0.023080151,,,,,,,,,
"Garden County, Nebraska",Garden County,1913,51.7,48125,35602,13,218,11.39571354,Nebraska,NE,0.006795609,,,,,,,,,
"Hooker County, Nebraska",Hooker County,684,58.0,41607,27714,3,114,16.66666667,Nebraska,NE,0.004385965,,,,,,,,,
"Morrill County, Nebraska",Morrill County,4903,42.9,44201,25120,93,444,9.055680196,Nebraska,NE,0.018967979,,,,,,,,,
"Nemaha County, Nebraska",Nemaha County,7041,38.0,55536,28572,208,751,10.66609857,Nebraska,NE,0.029541257999999997,,,,,,,,,
"Seward County, Nebraska",Seward County,17045,38.3,63095,29398,229,1436,8.424757994,Nebraska,NE,0.013435025,15%,22%,30%,33%,"$27,691.9 ","$40,614.8 ","$55,383.8 ","$60,922.1 ","$63,773 "
"Thomas County, Nebraska",Thomas County,643,42.1,53173,29243,7,80,12.44167963,Nebraska,NE,0.01088647,,,,,,,,,
"Dakota County, Nebraska",Dakota County,20529,33.8,52401,22463,800,3408,16.60090604,Nebraska,NE,0.038969263,28%,16%,30%,26%,"$51,691.5 ","$29,538.0 ","$55,383.8 ","$47,999.3 ","$83,138 "
"Webster County, Nebraska",Webster County,3597,46.1,43831,26136,37,395,10.98137337,Nebraska,NE,0.01028635,,,,,,,,,
"Antelope County, Nebraska",Antelope County,6406,45.9,46949,28091,61,729,11.37995629,Nebraska,NE,0.009522323000000001,,,,,,,,,
"Chase County, Nebraska",Chase County,3803,44.4,54568,33708,48,297,7.8096239810000005,Nebraska,NE,0.012621615,,,,,,,,,
"Butler County, Nebraska",Butler County,8105,43.5,52448,27216,191,619,7.63726095,Nebraska,NE,0.023565700000000002,,,,,,,,,
"Clay County, Nebraska",Clay County,6264,43.5,54167,27275,97,682,10.88761175,Nebraska,NE,0.015485313,,,,,,,,,
"Arthur County, Nebraska",Arthur County,421,43.3,41250,21799,1,46,10.926365800000001,Nebraska,NE,0.002375297,,,,,,,,,
"Custer County, Nebraska",Custer County,10836,43.5,48836,32605,146,1271,11.72942045,Nebraska,NE,0.013473606,,,,,,,,,
"Franklin County, Nebraska",Franklin County,3019,50.7,49453,28635,40,391,12.95130838,Nebraska,NE,0.01324942,,,,,,,,,
"Gage County, Nebraska",Gage County,21632,44.2,52223,27424,373,1925,8.89885355,Nebraska,NE,0.017242973,20%,18%,34%,28%,"$36,922.5 ","$33,230.3 ","$62,768.3 ","$51,691.5 ","$73,161 "
"Hamilton County, Nebraska",Hamilton County,9149,42.3,61944,31989,97,643,7.028090502,Nebraska,NE,0.010602252,,,,,,,,,
"Loup County, Nebraska",Loup County,537,52.8,58625,29248,2,48,8.938547486000001,Nebraska,NE,0.003724395,,,,,,,,,
"Jefferson County, Nebraska",Jefferson County,7276,45.7,46576,26859,81,755,10.37658054,Nebraska,NE,0.01113249,,,,,,,,,
"Kearney County, Nebraska",Kearney County,6547,40.6,53207,31234,121,605,9.240873683,Nebraska,NE,0.018481747,,,,,,,,,
"Keith County, Nebraska",Keith County,8129,49.7,45078,27890,120,1051,12.92901956,Nebraska,NE,0.014761963000000001,,,,,,,,,
"Madison County, Nebraska",Madison County,35062,36.9,49865,26093,602,5440,15.51537277,Nebraska,NE,0.017169585,22%,15%,32%,31%,"$40,614.8 ","$27,691.9 ","$59,076.0 ","$57,229.9 ","$86,820 "
"Perkins County, Nebraska",Perkins County,2904,43.3,58125,30923,16,137,4.717630853999999,Nebraska,NE,0.0055096419999999995,,,,,,,,,
"Phelps County, Nebraska",Phelps County,9163,42.1,56408,30166,34,626,6.831823639,Nebraska,NE,0.003710575,,,,,,,,,
"Saunders County, Nebraska",Saunders County,20953,41.0,65015,31163,252,1860,8.877010452,Nebraska,NE,0.012026917,16%,17%,31%,36%,"$29,538.0 ","$31,384.1 ","$57,229.9 ","$66,460.5 ","$109,747 "
"Scotts Bluff County, Nebraska",Scotts Bluff County,36509,39.5,47975,26532,969,4698,12.86805993,Nebraska,NE,0.026541401000000003,27%,12%,29%,32%,"$49,845.4 ","$22,153.5 ","$53,537.6 ","$59,076.0 ","$98,217 "
"Wayne County, Nebraska",Wayne County,9409,31.7,58093,27292,107,1102,11.71219046,Nebraska,NE,0.011372091,,,,,,,,,
"Keya Paha County, Nebraska",Keya Paha County,720,50.2,48864,28981,5,55,7.6388888889999995,Nebraska,NE,0.006944444,,,,,,,,,
"Kimball County, Nebraska",Kimball County,3688,46.0,43017,24011,110,412,11.17136659,Nebraska,NE,0.029826464,,,,,,,,,
"Knox County, Nebraska",Knox County,8496,47.2,48072,27283,135,1018,11.98210923,Nebraska,NE,0.015889831,,,,,,,,,
"Lincoln County, Nebraska",Lincoln County,35569,40.4,55875,29687,481,4373,12.29441367,Nebraska,NE,0.013523012,20%,14%,32%,34%,"$36,922.5 ","$25,845.8 ","$59,076.0 ","$62,768.3 ","$108,750 "
"Merrick County, Nebraska",Merrick County,7829,43.5,53536,27223,143,759,9.694724741,Nebraska,NE,0.018265423,,,,,,,,,
"Pierce County, Nebraska",Pierce County,7175,41.7,55417,28766,146,479,6.675958187999999,Nebraska,NE,0.020348432,,,,,,,,,
"Sioux County, Nebraska",Sioux County,1256,51.6,45375,26852,0,156,12.42038217,Nebraska,NE,0.0,,,,,,,,,
"Burt County, Nebraska",Burt County,6546,46.6,50174,26421,110,791,12.08371525,Nebraska,NE,0.016804155,,,,,,,,,
"Cass County, Nebraska",Cass County,25513,41.9,68284,32509,387,1584,6.2085995370000004,Nebraska,NE,0.015168738000000001,20%,15%,35%,30%,"$36,922.5 ","$27,691.9 ","$64,614.4 ","$55,383.8 ","$96,713 "
"Cuming County, Nebraska",Cuming County,9039,44.0,50734,28762,129,705,7.799535347000001,Nebraska,NE,0.01427149,,,,,,,,,
"Dixon County, Nebraska",Dixon County,5765,42.2,57036,26094,102,585,10.14744146,Nebraska,NE,0.017692975,,,,,,,,,
"Dundy County, Nebraska",Dundy County,2017,43.6,44653,26949,35,208,10.31234507,Nebraska,NE,0.017352503999999998,,,,,,,,,
"Grant County, Nebraska",Grant County,682,48.6,45833,22693,16,138,20.23460411,Nebraska,NE,0.023460411,,,,,,,,,
"Greeley County, Nebraska",Greeley County,2436,45.9,47218,25544,21,236,9.688013136,Nebraska,NE,0.00862069,,,,,,,,,
"Hall County, Nebraska",Hall County,61233,35.8,53807,26419,1814,8133,13.28205379,Nebraska,NE,0.029624549,23%,12%,29%,36%,"$42,460.9 ","$22,153.5 ","$53,537.6 ","$66,460.5 ","$102,867 "
"Hayes County, Nebraska",Hayes County,957,42.7,44946,27183,8,86,8.986415883,Nebraska,NE,0.008359456999999999,,,,,,,,,
"Otoe County, Nebraska",Otoe County,15875,41.7,54605,28567,254,1555,9.795275591000001,Nebraska,NE,0.016,,,,,,,,,
"Red Willow County, Nebraska",Red Willow County,10870,40.8,42882,25006,290,1220,11.22355106,Nebraska,NE,0.026678933,,,,,,,,,
"Cedar County, Nebraska",Cedar County,8561,44.1,57208,29694,76,810,9.461511506,Nebraska,NE,0.008877468000000001,,,,,,,,,
"Dawes County, Nebraska",Dawes County,8972,34.0,46146,24811,45,1129,12.583593400000002,Nebraska,NE,0.005015604,,,,,,,,,
"Johnson County, Nebraska",Johnson County,5200,41.1,49564,22398,44,405,7.788461538,Nebraska,NE,0.008461538000000001,,,,,,,,,
"Cheyenne County, Nebraska",Cheyenne County,10012,40.7,58770,32995,142,1078,10.7670795,Nebraska,NE,0.01418298,,,,,,,,,
"Dawson County, Nebraska",Dawson County,23925,35.8,51238,24912,533,3214,13.43364681,Nebraska,NE,0.022277952,,,,,,,,,
"Garfield County, Nebraska",Garfield County,1958,51.4,46509,25856,19,137,6.996935649,Nebraska,NE,0.009703779000000001,,,,,,,,,
"McPherson County, Nebraska",McPherson County,432,48.5,60714,27241,0,69,15.97222222,Nebraska,NE,0.0,,,,,,,,,
"Nance County, Nebraska",Nance County,3569,45.4,45428,26852,36,405,11.34771645,Nebraska,NE,0.010086859,,,,,,,,,
"Pawnee County, Nebraska",Pawnee County,2704,50.1,42176,27196,33,546,20.19230769,Nebraska,NE,0.012204142,,,,,,,,,
"Stanton County, Nebraska",Stanton County,6020,41.0,57534,29517,101,568,9.435215947,Nebraska,NE,0.016777409,,,,,,,,,
"Valley County, Nebraska",Valley County,4252,46.0,50270,27271,36,482,11.33584196,Nebraska,NE,0.008466604,,,,,,,,,
